ngram,category,total_count,error_count,error_rate
pha,neutral,2,1,0.5
gho,english-dominant,2,1,0.5
rav,english-dominant,2,1,0.5
ror,neutral,2,1,0.5
sov,english-dominant,2,1,0.5
ogr,neutral,2,1,0.5
oks,english-dominant,2,1,0.5
gur,neutral,2,1,0.5
igu,german-dominant,2,1,0.5
unl,english-dominant,2,1,0.5
nsp,german-dominant,2,1,0.5
ush,neutral,2,1,0.5
day,english-dominant,20,10,0.5
wns,english-dominant,4,2,0.5
enf,german-dominant,2,1,0.5
ffo,english-dominant,2,1,0.5
yse,neutral,2,1,0.5
mic,english-dominant,8,4,0.5
uli,neutral,4,2,0.5
gli,german-dominant,2,1,0.5
nni,neutral,4,2,0.5
eon,english-dominant,2,1,0.5
meo,english-dominant,2,1,0.5
eha,english-dominant,2,1,0.5
opm,english-dominant,2,1,0.5
ude,german-dominant,6,3,0.5
orl,english-dominant,4,2,0.5
giv,english-dominant,12,6,0.5
rch,german-dominant,6,3,0.5
hie,german-dominant,2,1,0.5
lor,english-dominant,4,2,0.5
sus,english-dominant,2,1,0.5
rib,neutral,14,7,0.5
bey,english-dominant,2,1,0.5
cod,neutral,2,1,0.5
ucl,english-dominant,4,2,0.5
ltr,english-dominant,2,1,0.5
nvi,neutral,2,1,0.5
ref,neutral,10,5,0.5
adi,neutral,6,3,0.5
fen,german-dominant,4,2,0.5
idl,english-dominant,2,1,0.5
foc,english-dominant,2,1,0.5
obv,english-dominant,2,1,0.5
apt,english-dominant,2,1,0.5
ldn,english-dominant,2,1,0.5
ois,english-dominant,2,1,0.5
xac,english-dominant,2,1,0.5
tod,english-dominant,4,2,0.5
gth,english-dominant,2,1,0.5
ala,english-dominant,12,6,0.5
nhe,neutral,2,1,0.5
uat,neutral,4,2,0.5
abe,german-dominant,2,1,0.5
toc,english-dominant,2,1,0.5
owl,english-dominant,2,1,0.5
asg,neutral,2,1,0.5
enn,german-dominant,2,1,0.5
rig,neutral,10,5,0.5
irt,neutral,2,1,0.5
mas,neutral,2,1,0.5
oor,english-dominant,4,2,0.5
uly,english-dominant,4,2,0.5
ept,neutral,12,6,0.5
eiv,english-dominant,4,2,0.5
cei,english-dominant,4,2,0.5
yer,english-dominant,4,2,0.5
ray,english-dominant,4,2,0.5
mol,neutral,2,1,0.5
lue,english-dominant,2,1,0.5
ffl,english-dominant,2,1,0.5
swi,neutral,4,2,0.5
lou,english-dominant,10,5,0.5
ndr,neutral,4,2,0.5
rts,neutral,6,3,0.5
dua,neutral,2,1,0.5
gro,neutral,8,4,0.5
iot,neutral,2,1,0.5
lty,english-dominant,2,1,0.5
pir,neutral,2,1,0.5
gul,neutral,2,1,0.5
ely,english-dominant,20,10,0.5
pur,english-dominant,4,2,0.5
itc,english-dominant,4,2,0.5
ema,neutral,18,9,0.5
rcu,english-dominant,2,1,0.5
nam,neutral,4,2,0.5
fou,english-dominant,16,8,0.5
rks,neutral,6,3,0.5
tob,english-dominant,2,1,0.5
xam,english-dominant,2,1,0.5
efu,english-dominant,2,1,0.5
pee,english-dominant,2,1,0.5
mew,english-dominant,2,1,0.5
sca,english-dominant,8,4,0.5
dum,german-dominant,2,1,0.5
yme,english-dominant,2,1,0.5
hus,english-dominant,4,2,0.5
ilm,neutral,4,2,0.5
say,english-dominant,6,3,0.5
sem,neutral,2,1,0.5
fol,neutral,2,1,0.5
sui,english-dominant,2,1,0.5
gri,neutral,2,1,0.5
oic,english-dominant,4,2,0.5
ifi,neutral,4,2,0.5
orn,english-dominant,8,4,0.5
bor,neutral,10,5,0.5
atf,english-dominant,2,1,0.5
loy,english-dominant,2,1,0.5
dva,english-dominant,2,1,0.5
xis,neutral,2,1,0.5
exi,neutral,2,1,0.5
ase,neutral,12,6,0.5
roy,english-dominant,2,1,0.5
hee,english-dominant,4,2,0.5
wro,english-dominant,2,1,0.5
oda,english-dominant,6,3,0.5
fes,neutral,2,1,0.5
vou,english-dominant,4,2,0.5
avo,neutral,4,2,0.5
urg,neutral,4,2,0.5
uca,english-dominant,2,1,0.5
diu,english-dominant,2,1,0.5
lif,english-dominant,8,4,0.5
pop,neutral,2,1,0.5
uce,english-dominant,2,1,0.5
yon,english-dominant,4,2,0.5
cki,neutral,2,1,0.5
eyo,english-dominant,2,1,0.5
oup,english-dominant,6,3,0.5
acl,english-dominant,2,1,0.5
ppi,neutral,4,2,0.5
rut,neutral,2,1,0.5
nfu,neutral,2,1,0.5
inf,neutral,6,3,0.5
ltu,german-dominant,2,1,0.5
wha,english-dominant,16,8,0.5
kis,neutral,2,1,0.5
aph,neutral,2,1,0.5
rnm,english-dominant,12,6,0.5
rki,neutral,2,1,0.5
roo,english-dominant,12,6,0.5
pai,english-dominant,10,5,0.5
nks,neutral,4,2,0.5
idu,german-dominant,2,1,0.5
rfy,english-dominant,2,1,0.5
ige,german-dominant,4,2,0.5
iet,neutral,6,3,0.5
hum,neutral,2,1,0.5
bru,neutral,2,1,0.5
qui,english-dominant,12,6,0.5
uri,neutral,2,1,0.5
lan,neutral,34,17,0.5
ong,english-dominant,30,15,0.5
har,english-dominant,24,12,0.5
gea,neutral,2,1,0.5
gto,english-dominant,4,2,0.5
ght,english-dominant,65,32,0.4923
rma,neutral,21,10,0.4762
sey,english-dominant,19,9,0.4737
ret,english-dominant,19,9,0.4737
ria,neutral,17,8,0.4706
scr,english-dominant,17,8,0.4706
tal,neutral,17,8,0.4706
ite,neutral,32,15,0.4688
thr,english-dominant,15,7,0.4667
hos,english-dominant,15,7,0.4667
rti,neutral,15,7,0.4667
att,english-dominant,15,7,0.4667
cia,english-dominant,15,7,0.4667
whi,english-dominant,45,21,0.4667
ise,neutral,15,7,0.4667
ire,english-dominant,15,7,0.4667
lig,neutral,15,7,0.4667
who,english-dominant,30,14,0.4667
ave,english-dominant,58,27,0.4655
mar,neutral,13,6,0.4615
erv,neutral,13,6,0.4615
onc,english-dominant,13,6,0.4615
esc,neutral,13,6,0.4615
bro,english-dominant,13,6,0.4615
vis,neutral,13,6,0.4615
eem,english-dominant,13,6,0.4615
til,english-dominant,13,6,0.4615
oti,neutral,13,6,0.4615
elf,neutral,13,6,0.4615
ist,neutral,50,23,0.46
int,neutral,37,17,0.4595
rit,neutral,24,11,0.4583
now,english-dominant,24,11,0.4583
ish,english-dominant,24,11,0.4583
tha,english-dominant,103,47,0.4563
ton,english-dominant,11,5,0.4545
rte,german-dominant,11,5,0.4545
pit,neutral,11,5,0.4545
ote,neutral,11,5,0.4545
ffi,english-dominant,11,5,0.4545
eet,english-dominant,11,5,0.4545
rep,english-dominant,11,5,0.4545
nta,neutral,22,10,0.4545
ern,german-dominant,22,10,0.4545
lic,german-dominant,20,9,0.45
fte,neutral,20,9,0.45
hey,english-dominant,29,13,0.4483
eve,english-dominant,56,25,0.4464
ems,neutral,9,4,0.4444
rds,english-dominant,9,4,0.4444
ful,english-dominant,9,4,0.4444
iss,neutral,9,4,0.4444
efo,english-dominant,9,4,0.4444
erc,english-dominant,9,4,0.4444
cro,english-dominant,9,4,0.4444
lar,neutral,18,8,0.4444
roc,neutral,9,4,0.4444
ath,english-dominant,27,12,0.4444
eav,english-dominant,9,4,0.4444
ord,neutral,27,12,0.4444
bin,neutral,9,4,0.4444
pec,english-dominant,9,4,0.4444
ovi,english-dominant,9,4,0.4444
ark,neutral,9,4,0.4444
fri,neutral,9,4,0.4444
mes,neutral,9,4,0.4444
goo,english-dominant,9,4,0.4444
agr,english-dominant,9,4,0.4444
mai,english-dominant,9,4,0.4444
tic,english-dominant,34,15,0.4412
see,neutral,25,11,0.44
ure,neutral,41,18,0.439
irs,english-dominant,16,7,0.4375
tur,neutral,39,17,0.4359
ans,neutral,23,10,0.4348
ugh,english-dominant,53,23,0.434
igh,english-dominant,53,23,0.434
tor,neutral,37,16,0.4324
dvi,english-dominant,7,3,0.4286
wat,english-dominant,7,3,0.4286
lef,neutral,7,3,0.4286
oon,english-dominant,7,3,0.4286
nti,neutral,21,9,0.4286
ima,neutral,7,3,0.4286
oll,neutral,7,3,0.4286
ily,english-dominant,14,6,0.4286
yea,english-dominant,14,6,0.4286
rev,english-dominant,7,3,0.4286
imi,neutral,7,3,0.4286
cin,english-dominant,7,3,0.4286
jec,english-dominant,7,3,0.4286
nly,english-dominant,21,9,0.4286
san,english-dominant,7,3,0.4286
ona,neutral,14,6,0.4286
got,neutral,7,3,0.4286
ask,english-dominant,7,3,0.4286
pan,neutral,7,3,0.4286
ede,neutral,7,3,0.4286
can,english-dominant,28,12,0.4286
ser,neutral,14,6,0.4286
nsu,neutral,7,3,0.4286
ens,german-dominant,21,9,0.4286
bes,german-dominant,7,3,0.4286
wel,neutral,7,3,0.4286
dre,neutral,14,6,0.4286
ste,neutral,40,17,0.425
ren,german-dominant,33,14,0.4242
ame,neutral,26,11,0.4231
cen,english-dominant,19,8,0.4211
son,neutral,19,8,0.4211
ric,neutral,19,8,0.4211
ele,neutral,12,5,0.4167
nme,neutral,12,5,0.4167
lac,english-dominant,12,5,0.4167
ike,neutral,12,5,0.4167
fac,neutral,24,10,0.4167
isc,german-dominant,12,5,0.4167
ain,english-dominant,53,22,0.4151
wit,english-dominant,82,34,0.4146
anc,english-dominant,29,12,0.4138
not,english-dominant,58,24,0.4138
ose,english-dominant,29,12,0.4138
com,english-dominant,46,19,0.413
ded,english-dominant,17,7,0.4118
sio,neutral,17,7,0.4118
cur,english-dominant,17,7,0.4118
din,neutral,22,9,0.4091
ese,neutral,44,18,0.4091
ery,english-dominant,22,9,0.4091
mpa,english-dominant,22,9,0.4091
som,english-dominant,27,11,0.4074
mil,neutral,27,11,0.4074
tin,neutral,37,15,0.4054
ous,english-dominant,42,17,0.4048
equ,neutral,5,2,0.4
mee,neutral,5,2,0.4
gat,neutral,5,2,0.4
sic,german-dominant,5,2,0.4
usi,neutral,10,4,0.4
iev,neutral,5,2,0.4
oes,english-dominant,5,2,0.4
mit,german-dominant,5,2,0.4
oms,english-dominant,5,2,0.4
tom,english-dominant,10,4,0.4
fla,neutral,5,2,0.4
gle,neutral,20,8,0.4
idi,neutral,5,2,0.4
rne,neutral,15,6,0.4
rva,neutral,5,2,0.4
urc,german-dominant,5,2,0.4
rro,english-dominant,5,2,0.4
omi,neutral,10,4,0.4
bei,german-dominant,10,4,0.4
ipa,english-dominant,5,2,0.4
ood,english-dominant,20,8,0.4
urb,neutral,5,2,0.4
cie,english-dominant,10,4,0.4
ban,neutral,5,2,0.4
lid,neutral,5,2,0.4
tty,neutral,5,2,0.4
rni,neutral,5,2,0.4
spo,neutral,5,2,0.4
cau,english-dominant,5,2,0.4
kno,english-dominant,15,6,0.4
dri,neutral,5,2,0.4
erm,neutral,15,6,0.4
gue,english-dominant,5,2,0.4
tas,english-dominant,5,2,0.4
hun,german-dominant,5,2,0.4
ait,english-dominant,10,4,0.4
fra,neutral,5,2,0.4
lit,neutral,20,8,0.4
sor,neutral,10,4,0.4
wee,english-dominant,10,4,0.4
ict,english-dominant,10,4,0.4
rde,german-dominant,15,6,0.4
bal,neutral,5,2,0.4
eca,english-dominant,5,2,0.4
chi,neutral,15,6,0.4
ium,neutral,5,2,0.4
acm,english-dominant,5,2,0.4
gar,neutral,5,2,0.4
bas,neutral,10,4,0.4
soo,english-dominant,5,2,0.4
etu,english-dominant,5,2,0.4
cmi,english-dominant,5,2,0.4
adv,english-dominant,10,4,0.4
cap,english-dominant,5,2,0.4
sen,german-dominant,25,10,0.4
exa,english-dominant,5,2,0.4
ter,neutral,93,37,0.3978
hin,neutral,33,13,0.3939
ove,english-dominant,56,22,0.3929
hil,english-dominant,23,9,0.3913
ace,english-dominant,23,9,0.3913
his,english-dominant,105,41,0.3905
for,english-dominant,123,48,0.3902
thi,english-dominant,59,23,0.3898
cre,english-dominant,18,7,0.3889
edi,neutral,18,7,0.3889
ara,neutral,18,7,0.3889
ope,english-dominant,18,7,0.3889
ind,neutral,36,14,0.3889
eas,english-dominant,31,12,0.3871
ome,english-dominant,57,22,0.386
her,neutral,122,47,0.3852
rai,english-dominant,13,5,0.3846
ges,german-dominant,13,5,0.3846
lat,neutral,26,10,0.3846
uni,neutral,13,5,0.3846
ins,neutral,26,10,0.3846
aft,german-dominant,13,5,0.3846
vid,neutral,13,5,0.3846
ami,neutral,13,5,0.3846
car,english-dominant,13,5,0.3846
ity,english-dominant,13,5,0.3846
opl,english-dominant,13,5,0.3846
eri,neutral,34,13,0.3824
rat,neutral,50,19,0.38
eme,neutral,37,14,0.3784
fro,english-dominant,37,14,0.3784
cts,english-dominant,8,3,0.375
oop,english-dominant,8,3,0.375
lia,english-dominant,8,3,0.375
wai,english-dominant,8,3,0.375
don,english-dominant,8,3,0.375
dic,neutral,8,3,0.375
nch,neutral,8,3,0.375
use,english-dominant,32,12,0.375
ree,english-dominant,24,9,0.375
lai,english-dominant,8,3,0.375
div,neutral,8,3,0.375
nec,english-dominant,8,3,0.375
ver,neutral,88,33,0.375
dat,neutral,8,3,0.375
ali,neutral,16,6,0.375
oma,english-dominant,8,3,0.375
rre,neutral,8,3,0.375
tes,neutral,16,6,0.375
ign,neutral,8,3,0.375
est,neutral,56,21,0.375
dar,neutral,8,3,0.375
imp,neutral,24,9,0.375
mpo,english-dominant,16,6,0.375
nse,neutral,16,6,0.375
rge,neutral,16,6,0.375
swe,neutral,8,3,0.375
ear,english-dominant,72,27,0.375
ipl,english-dominant,8,3,0.375
hom,english-dominant,16,6,0.375
ini,neutral,27,10,0.3704
has,english-dominant,27,10,0.3704
spe,neutral,19,7,0.3684
ora,english-dominant,19,7,0.3684
tem,neutral,19,7,0.3684
cti,english-dominant,19,7,0.3684
rom,english-dominant,38,14,0.3684
ate,neutral,63,23,0.3651
ork,english-dominant,11,4,0.3636
dit,english-dominant,11,4,0.3636
oul,english-dominant,44,16,0.3636
pri,neutral,11,4,0.3636
mon,english-dominant,22,8,0.3636
ber,german-dominant,22,8,0.3636
ibe,neutral,11,4,0.3636
min,neutral,33,12,0.3636
nne,neutral,11,4,0.3636
eff,neutral,11,4,0.3636
num,neutral,11,4,0.3636
ron,english-dominant,11,4,0.3636
wan,neutral,11,4,0.3636
cor,english-dominant,11,4,0.3636
ast,english-dominant,36,13,0.3611
ted,english-dominant,61,22,0.3607
pla,english-dominant,25,9,0.36
les,neutral,50,18,0.36
man,neutral,50,18,0.36
ial,neutral,25,9,0.36
res,neutral,78,28,0.359
ent,neutral,148,53,0.3581
rta,neutral,14,5,0.3571
hap,english-dominant,14,5,0.3571
nal,neutral,14,5,0.3571
eed,english-dominant,14,5,0.3571
pol,neutral,14,5,0.3571
urn,english-dominant,14,5,0.3571
ann,neutral,14,5,0.3571
nat,neutral,14,5,0.3571
one,neutral,42,15,0.3571
ack,english-dominant,17,6,0.3529
eco,english-dominant,17,6,0.3529
wou,english-dominant,17,6,0.3529
inc,english-dominant,17,6,0.3529
hea,english-dominant,17,6,0.3529
ons,neutral,51,18,0.3529
ail,english-dominant,17,6,0.3529
lle,german-dominant,17,6,0.3529
ost,neutral,17,6,0.3529
vin,english-dominant,17,6,0.3529
ina,neutral,17,6,0.3529
cle,english-dominant,17,6,0.3529
par,neutral,34,12,0.3529
rea,english-dominant,54,19,0.3519
the,english-dominant,685,241,0.3518
and,neutral,254,89,0.3504
ple,english-dominant,40,14,0.35
nis,neutral,20,7,0.35
art,neutral,40,14,0.35
ner,german-dominant,20,7,0.35
its,neutral,20,7,0.35
red,english-dominant,43,15,0.3488
oun,english-dominant,55,19,0.3455
fin,neutral,29,10,0.3448
ies,neutral,32,11,0.3438
nce,english-dominant,67,23,0.3433
ant,neutral,50,17,0.34
cci,neutral,3,1,0.3333
cco,english-dominant,3,1,0.3333
sig,neutral,6,2,0.3333
mel,neutral,3,1,0.3333
nde,german-dominant,33,11,0.3333
efi,neutral,3,1,0.3333
ras,neutral,6,2,0.3333
enl,german-dominant,3,1,0.3333
ual,english-dominant,12,4,0.3333
eac,english-dominant,3,1,0.3333
tua,neutral,6,2,0.3333
ran,neutral,27,9,0.3333
apl,english-dominant,3,1,0.3333
upo,english-dominant,3,1,0.3333
noo,english-dominant,3,1,0.3333
low,english-dominant,18,6,0.3333
uno,english-dominant,3,1,0.3333
ull,english-dominant,3,1,0.3333
nor,neutral,6,2,0.3333
nav,english-dominant,3,1,0.3333
ene,neutral,15,5,0.3333
lte,german-dominant,3,1,0.3333
kie,neutral,3,1,0.3333
ots,english-dominant,9,3,0.3333
tam,neutral,3,1,0.3333
amp,neutral,12,4,0.3333
ile,neutral,21,7,0.3333
nex,neutral,6,2,0.3333
rso,neutral,3,1,0.3333
rld,english-dominant,3,1,0.3333
cer,english-dominant,15,5,0.3333
erf,neutral,3,1,0.3333
gir,english-dominant,6,2,0.3333
sel,neutral,21,7,0.3333
pub,english-dominant,3,1,0.3333
irl,english-dominant,6,2,0.3333
erd,german-dominant,9,3,0.3333
aro,english-dominant,6,2,0.3333
hot,english-dominant,6,2,0.3333
put,neutral,6,2,0.3333
lem,neutral,6,2,0.3333
iso,english-dominant,3,1,0.3333
ppa,english-dominant,3,1,0.3333
gra,neutral,12,4,0.3333
wim,neutral,3,1,0.3333
alm,english-dominant,3,1,0.3333
ash,english-dominant,9,3,0.3333
nob,neutral,3,1,0.3333
ols,neutral,3,1,0.3333
gya,english-dominant,3,1,0.3333
fiv,english-dominant,3,1,0.3333
tec,neutral,3,1,0.3333
fre,neutral,15,5,0.3333
edo,english-dominant,3,1,0.3333
shr,english-dominant,3,1,0.3333
riv,english-dominant,6,2,0.3333
erg,german-dominant,6,2,0.3333
esu,neutral,6,2,0.3333
rag,neutral,3,1,0.3333
bur,neutral,3,1,0.3333
str,neutral,27,9,0.3333
tri,neutral,18,6,0.3333
rke,neutral,3,1,0.3333
sol,neutral,9,3,0.3333
ulo,english-dominant,3,1,0.3333
nig,neutral,6,2,0.3333
ngl,neutral,24,8,0.3333
big,neutral,3,1,0.3333
dus,neutral,6,2,0.3333
rga,german-dominant,3,1,0.3333
bla,neutral,3,1,0.3333
ntm,neutral,3,1,0.3333
ita,neutral,24,8,0.3333
mys,english-dominant,3,1,0.3333
tap,neutral,3,1,0.3333
ape,english-dominant,6,2,0.3333
irc,neutral,3,1,0.3333
era,neutral,24,8,0.3333
nyt,english-dominant,3,1,0.3333
api,neutral,3,1,0.3333
zed,english-dominant,3,1,0.3333
cup,english-dominant,3,1,0.3333
suf,english-dominant,3,1,0.3333
tta,neutral,3,1,0.3333
iar,neutral,3,1,0.3333
yth,english-dominant,3,1,0.3333
rap,english-dominant,3,1,0.3333
ats,neutral,3,1,0.3333
per,neutral,42,14,0.3333
hic,english-dominant,33,11,0.3333
pal,neutral,6,2,0.3333
nny,english-dominant,3,1,0.3333
six,english-dominant,3,1,0.3333
urd,neutral,3,1,0.3333
nsk,neutral,3,1,0.3333
sky,english-dominant,3,1,0.3333
eno,neutral,6,2,0.3333
sir,english-dominant,3,1,0.3333
uis,neutral,3,1,0.3333
voi,english-dominant,3,1,0.3333
ros,english-dominant,9,3,0.3333
sou,english-dominant,9,3,0.3333
otc,english-dominant,3,1,0.3333
mot,neutral,3,1,0.3333
olo,neutral,9,3,0.3333
ecr,english-dominant,6,2,0.3333
tar,neutral,12,4,0.3333
vol,german-dominant,3,1,0.3333
omb,neutral,6,2,0.3333
hai,english-dominant,3,1,0.3333
eld,neutral,3,1,0.3333
imb,neutral,3,1,0.3333
rov,english-dominant,12,4,0.3333
hen,neutral,30,10,0.3333
gne,neutral,3,1,0.3333
doe,english-dominant,3,1,0.3333
woo,english-dominant,3,1,0.3333
eap,english-dominant,6,2,0.3333
ype,neutral,3,1,0.3333
ken,neutral,9,3,0.3333
uin,neutral,3,1,0.3333
nel,neutral,3,1,0.3333
omm,neutral,15,5,0.3333
oac,english-dominant,3,1,0.3333
lad,english-dominant,3,1,0.3333
ume,neutral,6,2,0.3333
ero,neutral,6,2,0.3333
abi,neutral,3,1,0.3333
nds,neutral,9,3,0.3333
wev,english-dominant,3,1,0.3333
var,neutral,3,1,0.3333
upp,neutral,9,3,0.3333
ipt,neutral,3,1,0.3333
nci,english-dominant,9,3,0.3333
but,english-dominant,42,14,0.3333
nna,neutral,3,1,0.3333
pio,english-dominant,3,1,0.3333
que,neutral,6,2,0.3333
van,neutral,6,2,0.3333
tli,german-dominant,3,1,0.3333
ney,english-dominant,6,2,0.3333
lus,german-dominant,3,1,0.3333
nfi,neutral,6,2,0.3333
ava,neutral,3,1,0.3333
pro,neutral,42,14,0.3333
ndl,neutral,3,1,0.3333
dly,english-dominant,9,3,0.3333
ped,english-dominant,12,4,0.3333
far,english-dominant,3,1,0.3333
heo,neutral,3,1,0.3333
pac,english-dominant,3,1,0.3333
ctr,english-dominant,3,1,0.3333
ngt,english-dominant,6,2,0.3333
ssi,neutral,15,5,0.3333
ivi,neutral,12,4,0.3333
uro,neutral,3,1,0.3333
why,english-dominant,3,1,0.3333
vit,neutral,6,2,0.3333
yro,english-dominant,3,1,0.3333
odo,english-dominant,3,1,0.3333
hat,english-dominant,115,38,0.3304
ati,neutral,100,33,0.33
was,english-dominant,73,24,0.3288
are,english-dominant,64,21,0.3281
ill,english-dominant,52,17,0.3269
ore,english-dominant,37,12,0.3243
oth,english-dominant,34,11,0.3235
ice,english-dominant,34,11,0.3235
sta,neutral,34,11,0.3235
eat,english-dominant,31,10,0.3226
ned,english-dominant,28,9,0.3214
che,german-dominant,28,9,0.3214
gre,neutral,28,9,0.3214
ang,neutral,25,8,0.32
fer,neutral,25,8,0.32
tiv,neutral,22,7,0.3182
eir,english-dominant,22,7,0.3182
pat,english-dominant,22,7,0.3182
ine,german-dominant,41,13,0.3171
uld,english-dominant,41,13,0.3171
mat,neutral,19,6,0.3158
sin,neutral,19,6,0.3158
rse,neutral,19,6,0.3158
ntr,neutral,19,6,0.3158
led,neutral,19,6,0.3158
nin,neutral,19,6,0.3158
tie,neutral,19,6,0.3158
ica,english-dominant,38,12,0.3158
dis,english-dominant,35,11,0.3143
sti,neutral,32,10,0.3125
als,neutral,16,5,0.3125
sit,neutral,16,5,0.3125
lie,neutral,16,5,0.3125
ime,neutral,29,9,0.3103
der,german-dominant,42,13,0.3095
ers,neutral,55,17,0.3091
men,neutral,68,21,0.3088
ses,neutral,13,4,0.3077
rri,english-dominant,13,4,0.3077
mea,english-dominant,13,4,0.3077
ive,neutral,52,16,0.3077
ato,english-dominant,13,4,0.3077
ust,neutral,26,8,0.3077
him,english-dominant,23,7,0.3043
ead,english-dominant,23,7,0.3043
tte,neutral,23,7,0.3043
iti,neutral,33,10,0.303
bee,english-dominant,33,10,0.303
pre,english-dominant,43,13,0.3023
ode,neutral,10,3,0.3
aga,english-dominant,10,3,0.3
ked,english-dominant,10,3,0.3
sar,english-dominant,10,3,0.3
fam,english-dominant,10,3,0.3
hes,english-dominant,20,6,0.3
ink,neutral,10,3,0.3
len,german-dominant,10,3,0.3
lli,neutral,10,3,0.3
bri,english-dominant,10,3,0.3
sid,english-dominant,10,3,0.3
hig,neutral,10,3,0.3
umb,english-dominant,10,3,0.3
ere,neutral,97,29,0.299
two,english-dominant,17,5,0.2941
rec,neutral,17,5,0.2941
sed,english-dominant,34,10,0.2941
cha,neutral,34,10,0.2941
enc,english-dominant,34,10,0.2941
sse,german-dominant,17,5,0.2941
ymp,english-dominant,7,2,0.2857
flo,neutral,7,2,0.2857
fir,english-dominant,14,4,0.2857
act,english-dominant,35,10,0.2857
eft,neutral,7,2,0.2857
ura,neutral,7,2,0.2857
uch,neutral,21,6,0.2857
het,english-dominant,7,2,0.2857
fil,neutral,7,2,0.2857
sur,english-dominant,14,4,0.2857
ham,english-dominant,7,2,0.2857
alk,english-dominant,7,2,0.2857
ngs,neutral,7,2,0.2857
def,neutral,7,2,0.2857
clo,english-dominant,7,2,0.2857
ied,neutral,14,4,0.2857
mer,neutral,14,4,0.2857
set,neutral,7,2,0.2857
rin,neutral,28,8,0.2857
osi,neutral,7,2,0.2857
sam,neutral,7,2,0.2857
bli,neutral,7,2,0.2857
fea,english-dominant,7,2,0.2857
pic,english-dominant,7,2,0.2857
tag,neutral,7,2,0.2857
goi,english-dominant,7,2,0.2857
cto,english-dominant,14,4,0.2857
mpr,neutral,7,2,0.2857
eep,english-dominant,7,2,0.2857
des,neutral,28,8,0.2857
plo,english-dominant,7,2,0.2857
tme,neutral,7,2,0.2857
nem,neutral,7,2,0.2857
boo,english-dominant,7,2,0.2857
ldr,english-dominant,7,2,0.2857
ler,german-dominant,7,2,0.2857
nfe,neutral,7,2,0.2857
tel,neutral,14,4,0.2857
aug,english-dominant,7,2,0.2857
vic,english-dominant,7,2,0.2857
tio,neutral,110,31,0.2818
ess,neutral,54,15,0.2778
urs,neutral,18,5,0.2778
rem,neutral,18,5,0.2778
rac,neutral,18,5,0.2778
rie,neutral,29,8,0.2759
nte,german-dominant,29,8,0.2759
ris,neutral,11,3,0.2727
oss,neutral,11,3,0.2727
ves,english-dominant,11,3,0.2727
hed,english-dominant,22,6,0.2727
rel,neutral,11,3,0.2727
lea,english-dominant,33,9,0.2727
ffe,neutral,22,6,0.2727
did,english-dominant,11,3,0.2727
whe,english-dominant,22,6,0.2727
mal,neutral,11,3,0.2727
ort,neutral,41,11,0.2683
ari,neutral,15,4,0.2667
hop,english-dominant,15,4,0.2667
nge,german-dominant,30,8,0.2667
ger,neutral,15,4,0.2667
mbe,neutral,15,4,0.2667
get,neutral,23,6,0.2609
tim,neutral,23,6,0.2609
tro,neutral,23,6,0.2609
und,german-dominant,50,13,0.26
por,neutral,27,7,0.2593
ich,german-dominant,39,10,0.2564
ing,english-dominant,250,64,0.256
ion,neutral,142,36,0.2535
had,english-dominant,71,18,0.2535
fie,english-dominant,4,1,0.25
ale,neutral,12,3,0.25
aci,english-dominant,4,1,0.25
sag,neutral,4,1,0.25
mul,neutral,4,1,0.25
tit,english-dominant,4,1,0.25
owi,english-dominant,8,2,0.25
nee,neutral,8,2,0.25
igr,neutral,4,1,0.25
mpl,neutral,12,3,0.25
ibl,neutral,4,1,0.25
obs,english-dominant,4,1,0.25
tto,english-dominant,4,1,0.25
yst,neutral,4,1,0.25
onv,neutral,4,1,0.25
een,english-dominant,52,13,0.25
rot,neutral,8,2,0.25
rno,neutral,4,1,0.25
uss,german-dominant,4,1,0.25
tax,english-dominant,4,1,0.25
tou,english-dominant,4,1,0.25
orm,neutral,16,4,0.25
ndo,english-dominant,8,2,0.25
peo,english-dominant,12,3,0.25
mpi,neutral,4,1,0.25
oad,english-dominant,8,2,0.25
app,english-dominant,28,7,0.25
onf,neutral,12,3,0.25
dam,neutral,4,1,0.25
pea,english-dominant,8,2,0.25
atu,neutral,8,2,0.25
alo,english-dominant,4,1,0.25
rey,english-dominant,4,1,0.25
bat,neutral,4,1,0.25
itt,neutral,20,5,0.25
rol,neutral,12,3,0.25
rst,neutral,20,5,0.25
reg,neutral,4,1,0.25
xpr,english-dominant,4,1,0.25
nab,neutral,4,1,0.25
llo,english-dominant,8,2,0.25
hal,neutral,8,2,0.25
apo,english-dominant,4,1,0.25
bly,english-dominant,8,2,0.25
opp,neutral,8,2,0.25
rtu,german-dominant,4,1,0.25
sib,english-dominant,4,1,0.25
erw,neutral,4,1,0.25
nea,neutral,4,1,0.25
sai,english-dominant,16,4,0.25
ach,german-dominant,12,3,0.25
upl,english-dominant,4,1,0.25
arc,neutral,4,1,0.25
nso,neutral,4,1,0.25
ori,neutral,12,3,0.25
lut,neutral,4,1,0.25
lls,neutral,4,1,0.25
ega,neutral,4,1,0.25
fat,english-dominant,4,1,0.25
mma,neutral,4,1,0.25
cli,english-dominant,4,1,0.25
mmi,neutral,4,1,0.25
nic,german-dominant,4,1,0.25
uma,neutral,4,1,0.25
ugg,english-dominant,4,1,0.25
sal,neutral,4,1,0.25
